PkId,Id,Barcode,Name,QtyInPackage,BasePrice,SalePrice,ItemGroupId,ItemCategoryId,ItemCategoryName,MeasureName,ManufacturerId,ManufacturerName,ItemSubCategoryId,ItemSubCategoryName,BrandId,BrandName,Volume,Weight,ActiveStatus
2110051021287781039,1501027,,Бал шар,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2110051021387351061,1501028,,цаасны хутганы ир,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2110051021528221001,1501029,,Хавчаар,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2110051026434431057,1501030,,Тодруулагч,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2110191628119931088,801002,4000504149423,Бяслаг Cambozola 1хайр*10*125 гр,0.0,8300.0,8300.0,Бяслаг,,,Ширхэг,,,,,,,0.0,0.0,Y
2111031343106201013,1501031,,Алчуур 6-тай,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2111031651239711037,1502063,,Мах /элэг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2111031651403171056,1502064,,Цай /гүрж дүрдэг/,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2111031652069331070,1502065,,Нохойн хоол,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2111031656214631009,1502066,,Мах машиндсан /хонины/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
